company,address,address2,city,state,scf,zip,zip4,mailscore,sic1code,sic1,sic2code,sic2,sic3code,sic3,sic4code,sic4
RED 5 COMICS,27103 KELSEY WOODS CT,,CYPRESS,TX,774,77433,7563,3,59429905,COMIC BOOKS,59420000,BOOK STORES,59999900,,51110000,PRINTING AND WRITING PAPER
GROUND ZERO COMICS,2714 E 5TH ST,,TYLER,TX,757,75701,5021,3,51929905,COMIC BOOKS,,,,,,
H A HEDBERG OIL CO,2825 BLEDSOE ST,,FORT WORTH,TX,761,76107,2901,3,55410000,GASOLINE SERVICE STATIONS,13110100,CRUDE PETROLEUM AND NATURAL GAS PRODUCTION,49250000,GAS PRODUCTION AND/OR DISTRIBUTION,59429905,COMIC BOOKS
CLARK CLASSIC COMICS CO,28906 LODDINGTON ST,,SPRING,TX,773,77386,5455,3,59429905,COMIC BOOKS,,,,,,
TRIBE COMICS & GAMES,2919 MANCHACA RD STE 102A,,AUSTIN,TX,787,78704,4817,4,59429905,COMIC BOOKS,,,,,,
JOMIO & RUELIETES CDS & COMICS,2970 COUNTY ROAD 381,,EARLY,TX,768,76802,3202,3,59429905,COMIC BOOKS,,,,,,
PREMIERE COMICS,3002 REX ALLEN DR,,ABILENE,TX,796,79606,4344,3,59429905,COMIC BOOKS,59450203,"GAMES (CHESS, BACKGAMMON, AND OTHER DURABLE GAMES)",27210000,PERIODICALS,59999900,
GOUGE COMICS,3111 BARNES BRIDGE RD,,DALLAS,TX,752,75228,2383,3,59429905,COMIC BOOKS,,,,,,
TITAN COMICS,3128 FOREST LN STE 212,,DALLAS,TX,752,75234,7764,3,59420000,BOOK STORES,59429905,COMIC BOOKS,,,,
GALVESTON BOOKSHOP,317 23RD ST,,GALVESTON,TX,775,77550,1509,3,59320302,RARE BOOKS,59429905,COMIC BOOKS,,,,
AMERICA'S HEROES COMICS & GAME,318 ASH ST,,COPPERAS COVE,TX,765,76522,2307,3,59429905,COMIC BOOKS,59999900,,45130000,AIR COURIER SERVICES,59450000,"HOBBY, TOY, AND GAME SHOPS"
LOUIE'S COMICS,3204 N 28TH ST,,MCALLEN,TX,785,78501,6227,3,51929905,COMIC BOOKS,59999900,,45130000,AIR COURIER SERVICES,,
MORE FUN COMICS,3250 W PLEASANT RUN RD,,LANCASTER,TX,751,75146,1050,4,59429905,COMIC BOOKS,,,,,,
COMIC BOOK CRAZE LLC,3306 N SPRING DR,,RICHARDSON,TX,750,75082,2336,3,51929905,COMIC BOOKS,,,,,,
GALAXY BOOKS & COMICS,3308 KEMP BLVD STE 2,,WICHITA FALLS,TX,763,76308,1858,3,59420000,BOOK STORES,59429905,COMIC BOOKS,,,,
GAMMA BOMB COMICS,3322 SHADYHILL DR,,SAN ANGELO,TX,769,76904,7366,3,59429905,COMIC BOOKS,,,,,,
BOOMSTICK COMICS LLC,3401 LATHAM DR,,GARLAND,TX,750,75044,6170,3,59429905,COMIC BOOKS,,,,,,
LUNKHEAD COMICS,3502 SPEEDWAY,,AUSTIN,TX,787,78705,1522,3,59429905,COMIC BOOKS,,,,,,
ALL STAR COMICS,3520 HIGHWAY 365,,NEDERLAND,TX,776,77627,7834,3,59429905,COMIC BOOKS,,,,,,
KARMA COMICS LLC,3611 MERRELL RD,,DALLAS,TX,752,75229,6044,3,59429905,COMIC BOOKS,,,,,,
BEE CAVE COMICS & GAMES,3636 BEE CAVES RD STE 204,,WEST LAKE HILLS,TX,787,78746,5377,3,59429905,COMIC BOOKS,,,,,,
WESTLAKE COMICS & CARDS,3654 BEE CAVES RD STE A,,WEST LAKE HILLS,TX,787,78746,5371,3,59429905,COMIC BOOKS,,,,,,
CREATE COMICS,3664 TRINA PL,,EL PASO,TX,799,79936,749,3,59429905,COMIC BOOKS,,,,,,
KENNYS COMICS,3727 ANDREWS HWY APT 2704,,ODESSA,TX,797,79762,6316,3,59429905,COMIC BOOKS,,,,,,
IKES PLANET LLC,3813 HUCKLEBERRY DR,,FORT WORTH,TX,761,76137,1053,3,59429905,COMIC BOOKS,,,,,,
ELIA IN A BOX COMICS,3849 DEERFIELD RD,,SAN ANGELO,TX,769,76904,5721,3,59429905,COMIC BOOKS,,,,,,
WHIRLWIND COMICS,3933 BOAT CLUB RD,,FORT WORTH,TX,761,76135,3200,4,59429905,COMIC BOOKS,,,,,,
JOHN MC COMIC,3988 OLD HIGHWAY 135 S,,KILGORE,TX,756,75662,7874,3,59429905,COMIC BOOKS,,,,,,
NONIS COMICS & THINGS,404 SEMINARY RDG,,MESQUITE,TX,751,75149,4878,3,59429905,COMIC BOOKS,,,,,,
WILD WEST COMICS & GAME,405 LILLARD RD,,ARLINGTON,TX,760,76012,3692,4,59429905,COMIC BOOKS,,,,,,
BOOKS COMICS & THINGS,409 E HIGHWAY 190,,COPPERAS COVE,TX,765,76522,2914,3,59320000,USED MERCHANDISE STORES,59429905,COMIC BOOKS,,,,
PEGASUS LOFT,4128 BURKBURNETT RD,,WICHITA FALLS,TX,763,76306,1903,3,59450104,"MODELS, TOY AND HOBBY",59429905,COMIC BOOKS,59450204,,59999900,
COMIC EXPRESS,413 S RUSK ST,,SHERMAN,TX,750,75090,7243,3,59429905,COMIC BOOKS,,,,,,
CYBER COMICS LLC,4201 W STATE HIGHWAY 107,,EDINBURG,TX,785,78539,9461,3,59470100,GIFTS AND NOVELTIES,59429905,COMIC BOOKS,59999900,,,
Y 2 KOMICS,425 ENGLEWOOD LN,,HURST,TX,760,76053,6418,3,59420000,BOOK STORES,59429905,COMIC BOOKS,,,,
DALES PLANET COMICS INC,4322 ANDREWS HWY STE A,,MIDLAND,TX,797,79703,4851,3,59429905,COMIC BOOKS,59450000,"HOBBY, TOY, AND GAME SHOPS",,,,
TU ELECTRIC,434 KATHERINE CT,,DUNCANVILLE,TX,751,75137,2507,3,59429905,COMIC BOOKS,,,,,,
ALLSTAR COMICS & GAMES,4406 DYER ST,,EL PASO,TX,799,79930,6735,3,59429905,COMIC BOOKS,59990501,COINS,59450203,"GAMES (CHESS, BACKGAMMON, AND OTHER DURABLE GAMES)",59450103,"HOBBIES, NEC"
ZEUS COMICS & COLLECTIBLES,4411 LEMMON AVE STE 105,,DALLAS,TX,752,75219,2386,3,59429905,COMIC BOOKS,45130000,AIR COURIER SERVICES,,,,
GEORGE'S SPECIALTY FOODS,4424 WHITE SETTLEMENT RD,,FORT WORTH,TX,761,76114,3801,3,58120305,DELICATESSEN (EATING PLACES),58120000,EATING PLACES,53990000,MISCELLANEOUS GENERAL MERCHANDISE STORES,59429905,COMIC BOOKS
BOOMERANG COMICS INC,4505 CASSANDRA DR,,FLOWER MOUND,TX,750,75022,984,3,59429905,COMIC BOOKS,,,,,,
TABLE'S EDGE,4515 S GEORGIA ST STE 131,,AMARILLO,TX,791,79110,1712,3,58120000,EATING PLACES,59429905,COMIC BOOKS,59450203,"GAMES (CHESS, BACKGAMMON, AND OTHER DURABLE GAMES)",,
GEORGE'S MUFFLER SHOP,4521 JAMES AVE,,FORT WORTH,TX,761,76115,2116,3,75330000,AUTO EXHAUST SYSTEM REPAIR SHOPS,59429905,COMIC BOOKS,55310103,AUTOMOTIVE PARTS,75390000,"AUTOMOTIVE REPAIR SHOPS, NEC"
BIG APPLE COMICS & CLLCTBLS,4561 S WESTERN ST,,AMARILLO,TX,791,79109,6022,3,59429905,COMIC BOOKS,59479903,,,,,
BEDROCK CITY COMIC CO,4602 WASHINGTON AVE,,HOUSTON,TX,770,77007,5434,3,59450201,,59429905,COMIC BOOKS,,,,
MYTH ADVENTURES,4617 N 10TH ST,,MCALLEN,TX,785,78504,2911,3,59429905,COMIC BOOKS,59419908,SKATEBOARDING EQUIPMENT,59419902,BICYCLE AND BICYCLE PARTS,59450000,"HOBBY, TOY, AND GAME SHOPS"
COMIC BOOK CULTURE,4777 CEDAR SPRINGS RD APT 6B,,DALLAS,TX,752,75219,1277,3,59429905,COMIC BOOKS,51370500,CHILDREN'S GOODS,59470100,GIFTS AND NOVELTIES,,
GLOBAL GLYCOMICS INC,4804 ASHBURY LN,,MANSFIELD,TX,760,76063,6787,3,59429905,COMIC BOOKS,,,,,,
ATOMIC COMICS & GAMING,4902 BROADWAY ST,,SAN ANTONIO,TX,782,78209,5706,3,59429905,COMIC BOOKS,59450203,"GAMES (CHESS, BACKGAMMON, AND OTHER DURABLE GAMES)",59999900,,,
REPERCUSSION COMICS,4905 GANYMEDE DR,,AUSTIN,TX,787,78727,5139,3,59429905,COMIC BOOKS,,,,,,
HEROES & FANTASIES,4923 NW LOOP 410,,SAN ANTONIO,TX,782,78229,5346,3,59429905,COMIC BOOKS,59450203,"GAMES (CHESS, BACKGAMMON, AND OTHER DURABLE GAMES)",,,,
COMIC-COSTUMES,4951 BRAZOSWOOD CIR,,ARLINGTON,TX,760,76017,2800,3,59429905,COMIC BOOKS,,,,,,
BOOMERANG COMICS,500 E ROUND GROVE RD STE 313,,LEWISVILLE,TX,750,75067,8380,3,59429905,COMIC BOOKS,,,,,,
HEROES WORLD,5000 KATY MILLS CIR,,KATY,TX,774,77494,4402,4,51929905,COMIC BOOKS,,,,,,
PLANET COMICS,501 ERNA DR,,CONVERSE,TX,781,78109,1505,3,59429905,COMIC BOOKS,,,,,,
LONE STAR COMICS,502 E MAIN ST,,ARLINGTON,TX,760,76010,1228,3,59429905,COMIC BOOKS,,,,,,
CLAYS MODERN MARVELS COMICS,504 ETOWAH DR,,HARKER HTS,TX,765,76548,5501,3,59429905,COMIC BOOKS,,,,,,
HYBRID COMICS,5120 SHOWDOWN LN,,GRAND PRAIRIE,TX,750,75052,2449,3,59429905,COMIC BOOKS,27210000,PERIODICALS,59999900,,,
TWINZ INDUSTRIES,526 WIMBERLY BLVD,,SAN ANTONIO,TX,782,78221,4128,3,51929905,COMIC BOOKS,,,,,,
ASYLUM COMICS & CARDS,5360 N MESA ST STE L12,,EL PASO,TX,799,79912,5820,3,59429905,COMIC BOOKS,,,,,,
DAVES COMICS & PAINTBALL,5360 N MESA ST STE L12,,EL PASO,TX,799,79912,5820,3,59429905,COMIC BOOKS,,,,,,
KEITH'S COMICS,5400 E MOCKINGBIRD LN STE 120,,DALLAS,TX,752,75206,5381,3,59429905,COMIC BOOKS,,,,,,
CLINTS COMICS,5418 BATAAN RD,,HOUSTON,TX,770,77033,1704,3,59429905,COMIC BOOKS,,,,,,
LONE STAR CMICS SCENCE FCTN,5429 S HULEN ST,,FORT WORTH,TX,761,76132,2257,3,59429905,COMIC BOOKS,59450203,"GAMES (CHESS, BACKGAMMON, AND OTHER DURABLE GAMES)",,,,
WILD WEST COMICS & GAMES,5429 S HULEN ST,,FORT WORTH,TX,761,76132,2257,3,59429905,COMIC BOOKS,,,,,,
BLACK7 GAMES COMICS AND GIFTS,5518 GREEN IVY RD,,DENTON,TX,762,76210,521,3,59429905,COMIC BOOKS,,,,,,
LEGACY COMICS & COLLECTIBLES,5702 MCPHERSON RD STE 1,,LAREDO,TX,780,78041,6883,3,59429905,COMIC BOOKS,,,,,,
COMIC VORTEXCOM,6033 E NORTHWEST HWY,,DALLAS,TX,752,75231,401,4,59429905,COMIC BOOKS,,,,,,
RENT-A-DAD COMICS & CARDS,605 VINE AVE,,MCALLEN,TX,785,78501,2178,3,59429905,COMIC BOOKS,,,,,,
BOOK STAN,6055 PHELAN BLVD,,BEAUMONT,TX,777,77706,6147,3,59429905,COMIC BOOKS,,,,,,
BAMS INC,6194 HIGHWAY 6 N,,HOUSTON,TX,770,77084,1304,3,59429905,COMIC BOOKS,,,,,,
MAX COINS COMICS,6214 VALLEY CLFS,,SAN ANTONIO,TX,782,78250,5768,3,59429905,COMIC BOOKS,,,,,,
COMICS UNLIMITED,623 N 77 SUNSHINE STRIP,,HARLINGEN,TX,785,78550,8845,3,59429905,COMIC BOOKS,,,,,,
BEDROCK CITY COMIC CO,6517 WESTHEIMER RD,,HOUSTON,TX,770,77057,5101,3,59429905,COMIC BOOKS,,,,,,
LONE STAR COMICS GAMES & GIFTS,6780 ABRAMS RD,,DALLAS,TX,752,75231,7180,4,59429905,COMIC BOOKS,,,,,,
SEQUENTIAL ARTWORKS INC,6900 SAN PEDRO AVE,,SAN ANTONIO,TX,782,78216,6265,4,59429905,COMIC BOOKS,,,,,,
ALIEN WORLDS,6900 SAN PEDRO AVE STE 121,,SAN ANTONIO,TX,782,78216,6207,3,59450203,"GAMES (CHESS, BACKGAMMON, AND OTHER DURABLE GAMES)",59429905,COMIC BOOKS,,,,
FARMERS INSURANCE,6909 SPRINGFIELD AVE STE 100,,LAREDO,TX,780,78041,2326,3,64119902,FIRE INSURANCE UNDERWRITERS' LABORATORIES,59429905,COMIC BOOKS,,,,
BULLDOG PRODUCTIONS,7215 HOLLY HILL DR,,DALLAS,TX,752,75231,6274,4,78199900,,59429905,COMIC BOOKS,,,,
SPIDIEBOBS TREASURES,7636 CARL ROAD EXT,,SPRING,TX,773,77373,7639,3,51929905,COMIC BOOKS,,,,,,
KABOOM COMICS & COLLECTIBLES,801 PECAN BLVD,,MCALLEN,TX,785,78501,2402,4,59429905,COMIC BOOKS,,,,,,
BIG BEARD COMICS,804 NATCHEZ AVE,,BEDFORD,TX,760,76022,7636,3,59429905,COMIC BOOKS,,,,,,
COMICS KINGDOM,8095 PHELAN BLVD STE A,,BEAUMONT,TX,777,77706,5621,3,59479903,,59429905,COMIC BOOKS,,,,
HOPPER COMICS,8105 DOWLING CV STE B,,AUSTIN,TX,787,78745,6907,3,59429905,COMIC BOOKS,,,,,,
GRAHAM CRACKERS,811 N KINGS HWY,,WAKE VILLAGE,TX,755,75501,5700,3,59320000,USED MERCHANDISE STORES,56410000,CHILDREN'S AND INFANTS' WEAR STORES,59429905,COMIC BOOKS,44810000,"DEEP SEA PASSENGER TRANSPORTATION, EXCEPT FERRY"
ALL THE FUN STUFF,829 S MASON RD STE 240,,KATY,TX,774,77450,3866,3,51929905,COMIC BOOKS,,,,,,
AUSTIN SPORTS CONNECTION,8312 BURNET RD STE 119,,AUSTIN,TX,787,78757,7763,3,59479903,,59429905,COMIC BOOKS,,,,
8TH DIMENSION COMICS & GAMES,8475 HIGHWAY 6 N,,HOUSTON,TX,770,77095,2042,4,59429905,COMIC BOOKS,59450203,"GAMES (CHESS, BACKGAMMON, AND OTHER DURABLE GAMES)",,,,
US POST OFFICE,8500 DYER ST STE 16,,EL PASO,TX,799,79904,2800,3,59450000,"HOBBY, TOY, AND GAME SHOPS",59429905,COMIC BOOKS,,,,
AWESOME CARDS & COMICS,8510 ABRAMS RD,,DALLAS,TX,752,75243,7699,4,59479903,,59429905,COMIC BOOKS,,,,
STRATUM COMICS,8520 PANADERO DR,,AUSTIN,TX,787,78747,2714,3,59429905,COMIC BOOKS,,,,,,
SHAMAN COMIC BOOK,8633 DATAPOINT DR APT 244,,SAN ANTONIO,TX,782,78229,3254,3,51929905,COMIC BOOKS,,,,,,
G F C TOYS,8805 JONES RD STE A101,,JERSEY VLG,TX,770,77065,5421,3,59429905,COMIC BOOKS,,,,,,
COMET CLEANERS,888 MORGAN BLVD,,HARLINGEN,TX,785,78550,5147,3,72120000,GARMENT PRESSING AND CLEANERS' AGENTS,72120102,"RETAIL AGENT, LAUNDRY AND DRYCLEANING",72150000,COIN-OPERATED LAUNDRIES AND CLEANING,59429905,COMIC BOOKS
COMIC BOXX,907 TRINITY ST,,CLEBURNE,TX,760,76031,4031,3,59450203,"GAMES (CHESS, BACKGAMMON, AND OTHER DURABLE GAMES)",59429905,COMIC BOOKS,59320000,USED MERCHANDISE STORES,59999900,
TEXAS COMICS,908 S 3RD ST,,RICHMOND,TX,774,77469,4450,3,59429905,COMIC BOOKS,,,,,,
LYNNS COMICS & SPORTS CARD,910 S 27TH ST,,NEDERLAND,TX,776,77627,6222,3,59429905,COMIC BOOKS,,,,,,
NIGHTSHADOW FANTASIES,912 E 3RD ST,,FORT WORTH,TX,761,76102,5522,3,59429905,COMIC BOOKS,,,,,,
HEROES & FANTASIES,914 PAT BOOKER RD,,UNIVERSAL CTY,TX,781,78148,4132,3,59990000,"MISCELLANEOUS RETAIL STORES, NEC",59429905,COMIC BOOKS,59450203,"GAMES (CHESS, BACKGAMMON, AND OTHER DURABLE GAMES)",,
RETAIL BUSINESS SOLUTIONS,914 PAT BOOKER RD,,UNIVERSAL CTY,TX,781,78148,4132,3,59429905,COMIC BOOKS,59479903,,59470105,NOVELTIES,,
STEWARDSHIP COMICS,9216 WESTWOOD VILLAGE DR,,HOUSTON,TX,770,77036,8700,3,59429905,COMIC BOOKS,,,,,,
LONE STAR COMICS BOOKS & GAMES,931 MELBOURNE RD,,HURST,TX,760,76053,4632,3,51929905,COMIC BOOKS,,,,,,
BOBS COMICS LLC,9310 FLINT ARROW,,SAN ANTONIO,TX,782,78251,4110,3,59429905,COMIC BOOKS,59999900,,,,,
COMICS CARDS & COLLECTIBLES,9477 DYER ST STE G,,EL PASO,TX,799,79924,6421,3,59429905,COMIC BOOKS,59320300,"BOOK STORES, SECONDHAND",59450201,,59450203,"GAMES (CHESS, BACKGAMMON, AND OTHER DURABLE GAMES)"
BEDROCK CITY COMIC CO,9940 RICHMOND AVE,,HOUSTON,TX,770,77042,4560,4,59429905,COMIC BOOKS,,,,,,
ANIME ZING MANGAS,PO BOX 1927,,ODESSA,TX,797,79760,1927,3,59429905,COMIC BOOKS,,,,,,
TEXASTOYZ.COM,PO BOX 271115,,CORP CHRISTI,TX,784,78427,1115,3,59429905,COMIC BOOKS,,,,,,
CARDS N COMICS,PO BOX 926,,INGLESIDE,TX,783,78362,926,3,59429905,COMIC BOOKS,,,,,,
BLANK LABEL COMICS LLC,1066 N 440 W,,OREM,UT,840,84057,8433,3,59429905,COMIC BOOKS,27590000,"COMMERCIAL PRINTING, NEC",59999900,,,
HAIR COMICS WORLD LLC,1154 E STADIUM DR,,LOGAN,UT,843,84341,2826,3,59429905,COMIC BOOKS,,,,,,
JOKES ON YOU COMICS,1429 KNOLL ST,,CEDAR CITY,UT,847,84721,6832,3,59429905,COMIC BOOKS,,,,,,
BIG KID COMICS,1445 S 780 W,,PAYSON,UT,846,84651,5117,3,59429905,COMIC BOOKS,59999900,,,,,
JOKE'S ON YOU COMICS,146 N 100 W,,CEDAR CITY,UT,847,84720,2516,3,59429905,COMIC BOOKS,,,,,,
CO COMICS,15 GATEHOUSE LN,,SANDY,UT,840,84092,4846,3,59429905,COMIC BOOKS,59999900,,73890000,"BUSINESS SERVICES, NEC",,
COMICS PLUS INC,1812 W SUNSET BLVD STE 8,,SAINT GEORGE,UT,847,84770,7046,3,59429905,COMIC BOOKS,,,,,,
HEE BEE GEE BEEZ,1986 N HILL FIELD RD STE 2,,LAYTON,UT,840,84041,2112,3,51929905,COMIC BOOKS,,,,,,
DR VOLTS COMIC CONNECTION,2043 E 3300 S,,SALT LAKE CTY,UT,841,84109,2630,3,59429905,COMIC BOOKS,,,,,,
O BRAY JOHNATHAN,2043 E 3300 S,,SALT LAKE CITY,UT,841,84109,2630,3,59429905,COMIC BOOKS,,,,,,
BLACK CAT COMICS,2265 S HIGHLAND DR,,SALT LAKE CTY,UT,841,84106,2832,3,59429905,COMIC BOOKS,,,,,,
DRAGONS KEEP,260 N UNIVERSITY AVE,,PROVO,UT,846,84601,2821,3,59429905,COMIC BOOKS,,,,,,
BLAKFYRE GAMES,391 S MAIN ST,,PLEASANT GRV,UT,840,84062,2634,3,59450203,"GAMES (CHESS, BACKGAMMON, AND OTHER DURABLE GAMES)",59999900,,59429905,COMIC BOOKS,,
DANCO JAPAN,467 W 400 S,,PROVO,UT,846,84601,4345,3,59429905,COMIC BOOKS,,,,,,
HEEBEEGEEBEEZ - LOGAN INC,541 N MAIN ST,,LOGAN,UT,843,84321,3934,3,59429905,COMIC BOOKS,59320300,"BOOK STORES, SECONDHAND",,,,
NIGHT FLIGHT COMICS,6222 S STATE ST,,SALT LAKE CTY,UT,841,84107,7227,3,59429905,COMIC BOOKS,,,,,,
DEATH RAY COMICS,72 W CENTER ST,,LOGAN,UT,843,84321,4538,3,59429905,COMIC BOOKS,,,,,,
SHORT BOX,106 E BEVERLEY ST,,STAUNTON,VA,244,24401,4323,3,59429905,COMIC BOOKS,,,,,,
B C COMICS,10647 BRADDOCK RD,,FAIRFAX,VA,220,22032,2202,3,59429905,COMIC BOOKS,,,,,,
LAUGHING OGRE COMICS,10647 BRADDOCK RD,,FAIRFAX,VA,220,22032,2202,3,59429905,COMIC BOOKS,,,,,,
THOMAS PHOENIX,10647 BRADDOCK RD,,FAIRFAX,VA,220,22032,2202,3,59429905,COMIC BOOKS,,,,,,
GAME QUEST INC,1085 E MAIN ST,,RADFORD,VA,241,24141,1747,3,39440000,"GAMES, TOYS, AND CHILDREN'S VEHICLES",59429905,COMIC BOOKS,,,,
STOUT COMICS,11009 ASCOT CIR,,FREDERICKSBURG,VA,224,22407,5079,3,59429905,COMIC BOOKS,,,,,,
ANIME PAVILION,115 HILLWOOD AVE # 10,,FALLS CHURCH,VA,220,22046,2931,4,59429905,COMIC BOOKS,,,,,,
HEROES & VILLANS,1152 BIG BETHEL RD,,HAMPTON,VA,236,23666,1906,3,59429905,COMIC BOOKS,,,,,,
AMAZING FANTASY COMICS & CARDS,118 AMERICAN LEGION RD,,CHESAPEAKE,VA,233,23321,5656,4,59429905,COMIC BOOKS,,,,,,
CARRERAS LIMITED,121 LIBBIE AVE,,RICHMOND,VA,232,23226,2323,3,59429905,COMIC BOOKS,,,,,,
AFTERTIME COMICS,1304 KING ST,,ALEXANDRIA,VA,223,22314,2929,3,59429905,COMIC BOOKS,,,,,,
AMAZING FANTASY CMCS & CRDS,134 HERMITAGE RD,,NEWPORT NEWS,VA,236,23606,1449,3,59429905,COMIC BOOKS,,,,,,
DOJO-VA LLC,14 NASCAR DR,,FARMVILLE,VA,239,23901,3949,3,59429905,COMIC BOOKS,,,,,,
E G COMICS,142 MAPLE AVE W,,VIENNA,VA,221,22180,5727,3,51929905,COMIC BOOKS,,,,,,
GROOVY GECKOS COMICS & GAMES,1505 RICHMOND RD,,WILLIAMSBURG,VA,231,23185,2804,3,59450203,"GAMES (CHESS, BACKGAMMON, AND OTHER DURABLE GAMES)",59429905,COMIC BOOKS,,,,
OAKWOOD APARTMENTS,1550 CLARENDON BLVD,,ARLINGTON,VA,222,22209,2794,4,59429905,COMIC BOOKS,65310000,REAL ESTATE AGENTS AND MANAGERS,,,,
NOSTALGIA PLUS INC,1601 WILLOW LAWN DR STE 312,,RICHMOND,VA,232,23230,3423,3,59420000,BOOK STORES,59429905,COMIC BOOKS,,,,
JERSEY'S CARDS & COMICS LLC,1818 TODDS LN STE G,,HAMPTON,VA,236,23666,3139,3,59429905,COMIC BOOKS,,,,,,
COMIC STRIP FRANCHISES,1889 PRESTON WHITE DR,,RESTON,VA,201,20191,4389,4,59429905,COMIC BOOKS,87419905,RESTAURANT MANAGEMENT,67940000,PATENT OWNERS AND LESSORS,,
BIG MONKEY COMICS,1905 FLOYD AVE,,RICHMOND,VA,232,23220,4515,3,59429905,COMIC BOOKS,59320300,"BOOK STORES, SECONDHAND",59999900,,,
ATLANTIS GAMES & COMICS,1920 CENTERVILLE TPKE STE 120,,VIRGINIA BCH,VA,234,23464,6857,3,59429905,COMIC BOOKS,59610000,CATALOG AND MAIL-ORDER HOUSES,,,,
LAUGHING OGRE,19340 PROMENADE DR,,LEESBURG,VA,201,20176,6500,3,59429905,COMIC BOOKS,59450203,"GAMES (CHESS, BACKGAMMON, AND OTHER DURABLE GAMES)",72990000,MISCELLANEOUS PERSONAL SERVICE,59479903,
COMIC BROKER LLC,20032 DOVER CIR,,BRISTOL,VA,242,24202,3736,3,59429905,COMIC BOOKS,,,,,,
TIME CAPSULE,205 E BROADWAY,,HOPEWELL,VA,238,23860,2809,3,59429905,COMIC BOOKS,,,,,,
UNTAMED WORLDS,20722 TIMBERLAKE RD STE K,,LYNCHBURG,VA,245,24502,7219,4,51929905,COMIC BOOKS,50920202,BOARD GAMES,,,,
BLUE RIDGE COMICS,2211 S MAIN ST,,HARRISONBURG,VA,228,22801,2606,3,59429905,COMIC BOOKS,,,,,,
BLUE RIDGE HOBBIES,2221 S MAIN ST,,HARRISONBURG,VA,228,22801,2606,3,59429905,COMIC BOOKS,59450000,"HOBBY, TOY, AND GAME SHOPS",,,,
PHOENIX COMICS,22854 BRYANT CT STE 112,,STERLING,VA,201,20166,9530,3,59429905,COMIC BOOKS,,,,,,
LYNCH'S BOOK & COMICS,237 GRANBY ST,,NORFOLK,VA,235,23510,1817,4,59429905,COMIC BOOKS,59320300,"BOOK STORES, SECONDHAND",,,,
VICTORY COMICS GROUP INC,2700 POTOMAC MILLS CIR,,WOODBRIDGE,VA,221,22192,4625,4,59429905,COMIC BOOKS,,,,,,
ELLIPSIS COMICS,2891 SUTTON OAKS LN,,VIENNA,VA,221,22181,6149,3,59429905,COMIC BOOKS,,,,,,
STORIES,29 DUNLOP VLG,,COLONIAL HEIGHTS,VA,238,23834,1772,3,59429905,COMIC BOOKS,59320302,RARE BOOKS,,,,
BELLONG REALTY,29 HOLLOWAY RD,,POQUOSON,VA,236,23662,1709,3,65310100,REAL ESTATE BROKERS AND AGENTS,59429905,COMIC BOOKS,,,,
FLASH BACK COMICS,3062 PS BUSINESS CENTER DR,,WOODBRIDGE,VA,221,22192,4256,3,59429905,COMIC BOOKS,,,,,,
PAINTED VISION COMICS INC,3065 GOLANSKY BLVD,,WOODBRIDGE,VA,221,22192,4234,3,59429905,COMIC BOOKS,,,,,,
FANTASY ESCAPE COMICS & CARDS,309 ARAGONA BLVD STE 117,,VIRGINIA BCH,VA,234,23462,2700,3,59429905,COMIC BOOKS,,,,,,
GAME ON COMIC,310 DOMINION RD NE,,VIENNA,VA,221,22180,4521,3,59429905,COMIC BOOKS,,,,,,
SUPER ELITE COMICS MAS LLC,3515 DUNEDIN DR,,CHESAPEAKE,VA,233,23321,5015,4,59429905,COMIC BOOKS,,,,,,
IMPERIAL OUTPOST 17,402 TABB LAKES DR,,YORKTOWN,VA,236,23693,4118,3,59470100,GIFTS AND NOVELTIES,59429905,COMIC BOOKS,59999900,,,
DOJO COMICS & GAMES,408 S MAIN ST # B,,FARMVILLE,VA,239,23901,2074,3,59429905,COMIC BOOKS,,,,,,
TIME CAPSULE,4209 W HUNDRED RD,,CHESTER,VA,238,23831,1734,3,59429905,COMIC BOOKS,,,,,,
WILLIAM RICHARD RALSTEN JR,4209 W HUNDRED RD,,CHESTER,VA,238,23831,1734,3,59320300,"BOOK STORES, SECONDHAND",59429905,COMIC BOOKS,,,,
COMIC BOOK HEAVEN,4221 PLEASANT VALLEY RD,,VIRGINIA BCH,VA,234,23464,8519,4,59429905,COMIC BOOKS,,,,,,
BIG PLANET COMICS,426 MAPLE AVE E,,VIENNA,VA,221,22180,4721,3,59429905,COMIC BOOKS,,,,,,
AMAZING FANTASY,4300 PORTSMOUTH BLVD,,CHESAPEAKE,VA,233,23321,2137,4,59429905,COMIC BOOKS,,,,,,
PERDUES COMICS & COLLECTIBLES,4803 WILLIAMSON RD NW,,ROANOKE,VA,240,24012,2331,3,59429905,COMIC BOOKS,,,,,,
COMIC CUBICLE LLC,4809 COURTHOUSE ST STE 2,,WILLIAMSBURG,VA,231,23188,2692,3,59429905,COMIC BOOKS,,,,,,
ATOMIC COMICS EMPORIUM,50 W MERCURY BLVD,,HAMPTON,VA,236,23669,2509,3,59429905,COMIC BOOKS,,,,,,
AMAZING FANTASY,5005 VICTORY BLVD STE A3,,YORKTOWN,VA,236,23693,5603,3,59429905,COMIC BOOKS,,,,,,
STORIES,5067 FOREST HILL AVE,,RICHMOND,VA,232,23225,3147,3,59429905,COMIC BOOKS,59420000,BOOK STORES,59320300,"BOOK STORES, SECONDHAND",59470100,GIFTS AND NOVELTIES
